book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,NonEnglish
5089,764903,764903,1925199,82,006008460X,9780060084610.0,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948.0,Cheaper by the Dozen,Cheaper by the Dozen,eng,3.99,26266,28494,1557,355,1284,6465,10435,9955,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5108,82751,82751,1429851,29,440228654,9780440228650.0,Adeline Yen Mah,1999.0,Chinese Cinderella: The True Story of an Unwanted Daughter,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,21410,24097,2241,300,995,4798,9366,8638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5119,1207904,1207904,3219177,40,038551851X,9780385518510.0,Eric Clapton,2007.0,Clapton: The Autobiography,Clapton: The Autobiography,en-US,3.81,16369,18337,1272,321,1293,4948,6766,5009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5138,133486,133486,2453716,52,345438310,9780345438320.0,Robert K. Massie,1967.0,Nicholas and Alexandra,Nicholas and Alexandra,eng,4.25,17709,19586,1007,250,380,2632,7300,9024,https://images.gr-assets.com/books/1333577599m/133486.jpg,https://images.gr-assets.com/books/1333577599s/133486.jpg,0
5154,6952423,6952423,7187129,39,446569895,9780446569900.0,"Ozzy Osbourne, Chris Ayres",2009.0,I Am Ozzy,I Am Ozzy,en-US,4.05,16922,17959,1028,509,847,3207,5998,7398,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5180,2368,2368,54350,25,671447548,9780671447540.0,David McCullough,1981.0,Mornings on Horseback,Mornings on Horseback,en-US,4.1,18321,18950,1073,422,706,3092,7000,7730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5276,20257122,20257122,28068934,46,1602862567,9781602862560.0,"Michelle Knight, Michelle Burford",2014.0,"Finding me : A Decade of Darkness, a Life Reclaimed","Finding Me: A Decade of Darkness, a Life Reclaimed - A Memoir of the Cleveland Kidnappings",eng,4.12,12653,17211,2004,389,687,2936,5580,7619,https://images.gr-assets.com/books/1387770620m/20257122.jpg,https://images.gr-assets.com/books/1387770620s/20257122.jpg,0
5280,22693211,22693211,42205774,26,62295896,9780062295900.0,Kim Gordon,2015.0,Girl in a Band,Girl in a Band,eng,3.58,14491,15820,1396,723,1422,4873,5566,3236,https://images.gr-assets.com/books/1412840109m/22693211.jpg,https://images.gr-assets.com/books/1412840109s/22693211.jpg,0
5336,147602,147602,1488838,9,385495404,9780385495400.0,H.W. Brands,2000.0,The First American: The Life and Times of Benjamin Franklin,The First American: The Life and Times of Benjamin Franklin,eng,4.09,15323,15531,276,352,618,2640,5569,6352,https://images.gr-assets.com/books/1320438405m/147602.jpg,https://images.gr-assets.com/books/1320438405s/147602.jpg,0
5349,534255,534255,95778,19,60569662,9780060569660.0,Lucy Grealy,1994.0,Autobiography of a Face,Autobiography of a Face,en-GB,3.96,18982,19686,1325,261,980,4333,7734,6378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5363,18775365,18775365,26680498,13,147673190X,9781476731900.0,Jeff Hobbs,2014.0,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,The Short and Tragic Life of Robert Peace: A Brilliant Young Man Who Left Newark for the Ivy League,eng,4.13,14451,16770,2163,219,531,2686,6804,6530,https://images.gr-assets.com/books/1420938377m/18775365.jpg,https://images.gr-assets.com/books/1420938377s/18775365.jpg,0
5364,298137,298137,289250,60,425201333,9780425201340.0,Li Cunxin,2003.0,,Mao's Last Dancer,,4.12,16340,18623,1613,146,492,3189,7867,6929,https://images.gr-assets.com/books/1309282858m/298137.jpg,https://images.gr-assets.com/books/1309282858s/298137.jpg,0
5394,133729,133729,2166070,45,91879205,9780091879200.0,Michael J. Fox,2002.0,Lucky Man,Lucky Man,eng,4.06,16862,18607,1170,197,577,3623,7658,6552,https://images.gr-assets.com/books/1398617130m/133729.jpg,https://images.gr-assets.com/books/1398617130s/133729.jpg,0
5454,430968,430968,1771214,23,151012709,9780151012700.0,Ted Kerasote,2007.0,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,en-US,4.18,14953,16261,1628,287,690,2541,4980,7763,https://images.gr-assets.com/books/1310704047m/430968.jpg,https://images.gr-assets.com/books/1310704047s/430968.jpg,0
5493,328802,328802,319425,57,4770020678,9784770020670.0,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981.0,窓ぎわのトットちゃん,Totto-chan: The Little Girl at the Window,eng,4.3,13859,16214,1638,200,407,1980,5376,8251,https://images.gr-assets.com/books/1354795941m/328802.jpg,https://images.gr-assets.com/books/1354795941s/328802.jpg,0
5514,166562,166562,160844,59,074349282X,9780743492830.0,Aron Ralston,2004.0,Between a Rock and a Hard Place,Between a Rock and a Hard Place,en-US,3.82,14350,17038,1659,405,1201,4265,6428,4739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5524,35488,35488,49239,22,60727535,9780060727540.0,"Johnny Cash, Patrick   Carr",1997.0,Cash: The Autobiography of Johnny Cash,Cash,en-US,4.08,15113,15993,592,243,585,3076,5874,6215,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5527,781787,781787,1189079,165,679600213,9780679600210.0,"Isak Dinesen, Karen Blixen",1937.0,Out of Africa,Out of Africa,eng,3.96,21687,24185,1346,405,1353,5209,9006,8212,https://images.gr-assets.com/books/1178296503m/781787.jpg,https://images.gr-assets.com/books/1178296503s/781787.jpg,0
5592,6404621,6404621,6593483,21,61719544,9780061719550.0,Craig Ferguson,2009.0,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng,3.96,17033,18429,1345,444,799,3838,7232,6116,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5593,3240483,3240483,3275171,41,1401303382,9781401303390.0,Michael J. Fox,2008.0,Always Looking Up: The Adventures of an Incurable Optimist,Always Looking Up: The Adventures of an Incurable Optimist,en-US,3.82,17181,18002,1389,397,1268,4800,6310,5227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5603,13331184,13331184,18538886,15,385535635,9780385535630.0,Jacob Tomsky,2012.0,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",,3.54,16181,17744,2463,596,1836,5894,6199,3219,https://images.gr-assets.com/books/1348186171m/13331184.jpg,https://images.gr-assets.com/books/1348186171s/13331184.jpg,0
5658,42909,42909,2987864,46,312335288,9780312335280.0,James Herriot,1976.0,Vets Might Fly and Vet in a Spin,All Things Wise and Wonderful,,4.39,20524,22314,381,109,245,2467,7537,11956,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5663,25065629,25065629,44749816,17,1594486638,9781594486630.0,Carrie Brownstein,2015.0,Hunger Makes Me a Modern Girl,Hunger Makes Me a Modern Girl,eng,3.88,17102,18584,2057,366,960,4257,7936,5065,https://images.gr-assets.com/books/1435507354m/25065629.jpg,https://images.gr-assets.com/books/1435507354s/25065629.jpg,0
5664,13533740,13533740,19095325,11,1400067669,9781400067660.0,Jon Meacham,2012.0,Thomas Jefferson: The Art of Power,Thomas Jefferson: The Art of Power,eng,3.99,18546,19853,1462,692,843,3518,7755,7045,https://images.gr-assets.com/books/1342043615m/13533740.jpg,https://images.gr-assets.com/books/1342043615s/13533740.jpg,0
5682,906560,906560,603136,33,515089931,9780515089940.0,Corrie ten Boom,1974.0,Tramp for the Lord,Tramp for the Lord,,4.47,16680,16977,309,117,262,1717,4353,10528,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5698,12867423,12867423,18019626,12,1592407110,9781592407120.0,Rachel Dratch,2012.0,,"Girl Walks into a Bar . . .: Comedy Calamities, Dating Disasters, and a Midlife Miracle",,3.57,16604,17632,1206,610,1779,5769,5927,3547,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5703,316558,316558,2893104,51,1400065593,9781400065590.0,Deborah Rodriguez,2007.0,Kabul Beauty School: An American Woman Goes Behind the Veil,Kabul Beauty School: An American Woman Goes Behind the Veil,eng,3.63,17002,19172,2593,414,1735,6198,6994,3831,https://images.gr-assets.com/books/1320448527m/316558.jpg,https://images.gr-assets.com/books/1320448527s/316558.jpg,0
5711,13547241,13547241,16322595,15,1439187010,9781439187010.0,Deborah Feldman,2012.0,,Unorthodox: The Scandalous Rejection of My Hasidic Roots,eng,3.67,8516,15963,1855,433,1345,4754,5991,3440,https://images.gr-assets.com/books/1336676500m/13547241.jpg,https://images.gr-assets.com/books/1336676500s/13547241.jpg,0
5772,142292,142292,137242,67,1430300612,9781430300620.0,Jill Bolte Taylor,2006.0,My Stroke of Insight,My Stroke of Insight: A Brain Scientist's Personal Journey,en-US,3.86,14734,18509,2900,259,1378,4614,6702,5556,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5787,11566956,11566956,16507555,15,618982507,9780618982510.0,Alison Bechdel,2012.0,Are You My Mother?: A Comic Drama,Are You My Mother?,eng,3.66,18618,19688,2585,697,2193,5326,6382,5090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5794,4373,4373,909578,37,60856262,9780060856270.0,Loung Ung,2000.0,First They Killed My Father: A Daughter of Cambodia Remembers,First They Killed My Father: A Daughter of Cambodia Remembers,en-US,4.29,17459,18880,1787,97,317,2344,7297,8825,https://images.gr-assets.com/books/1407105580m/4373.jpg,https://images.gr-assets.com/books/1407105580s/4373.jpg,0
5798,43255,43255,42692,63,552152161,9780552152170.0,Betty Mahmoody,1987.0,Not Without My Daughter,Not Without My Daughter,eng,4.04,16650,19208,1075,319,843,3725,7250,7071,https://images.gr-assets.com/books/1416296090m/43255.jpg,https://images.gr-assets.com/books/1416296090s/43255.jpg,0
5809,10836,10836,3455,44,802135587,9780802135580.0,Jon Lee Anderson,1997.0,Che Guevara: A Revolutionary Life,Che Guevara: A Revolutionary Life,eng,4.1,13516,14171,540,299,473,2502,5120,5777,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
5869,15802944,15802944,21526100,12,1451697244,9781451697250.0,Glennon Doyle Melton,2013.0,"Carry On, Warrior: Thoughts on Life Unarmed","Carry On, Warrior: Thoughts on Life Unarmed",eng,4.18,12986,16521,1940,303,633,2471,5449,7665,https://images.gr-assets.com/books/1359054516m/15802944.jpg,https://images.gr-assets.com/books/1359054516s/15802944.jpg,0
5882,13529055,13529055,18446960,48,1455502758,9781455502750.0,Christopher Hitchens,2012.0,Mortality,Mortality,eng,4.12,14248,16670,1665,250,545,2700,6595,6580,https://images.gr-assets.com/books/1337177391m/13529055.jpg,https://images.gr-assets.com/books/1337177391s/13529055.jpg,0
6011,5548,5548,54737,53,393320928,9780393320920.0,Richard Feynman,1988.0,What Do You Care What Other People Think? Further Adventures of a Curious Character,What Do You Care What Other People Think?,eng,4.28,14948,16457,638,124,301,2177,6130,7725,https://images.gr-assets.com/books/1297913068m/5548.jpg,https://images.gr-assets.com/books/1297913068s/5548.jpg,0
6021,8725,8725,77870,24,375758739,9780375758740.0,Ruth Reichl,2001.0,Comfort Me with Apples: More Adventures at the Table,Comfort Me with Apples: More Adventures at the Table,eng,4.02,16021,16748,936,145,600,3525,7017,5461,https://images.gr-assets.com/books/1339885200m/8725.jpg,https://images.gr-assets.com/books/1339885200s/8725.jpg,0
6057,5160,5160,2775653,33,375500723,9780375500720.0,Maya Angelou,1981.0,The Heart of a Woman,The Heart of a Woman,eng,4.19,15962,16862,407,179,436,2818,6080,7349,https://images.gr-assets.com/books/1417404078m/5160.jpg,https://images.gr-assets.com/books/1417404078s/5160.jpg,0
6168,10252302,10252302,15152485,40,307267679,9780307267670.0,Joan Didion,2011.0,Blue Nights,Blue Nights,eng,3.75,15852,17092,1941,349,1371,4724,6336,4312,https://images.gr-assets.com/books/1319148558m/10252302.jpg,https://images.gr-assets.com/books/1319148558s/10252302.jpg,0
6170,17674991,17674991,24678726,8,052595421X,9780525954220.0,Nick Offerman,2013.0,,Paddle Your Own Canoe: One Man's Fundamentals for Delicious Living,eng,3.64,13627,15140,1538,559,1411,4446,5294,3430,https://images.gr-assets.com/books/1372042175m/17674991.jpg,https://images.gr-assets.com/books/1372042175s/17674991.jpg,0
6241,24728470,24728470,43579550,36,1101875100,9781101875100.0,Patti Smith,2015.0,M Train,M Train,eng,3.94,15634,18895,2040,762,1128,3562,6555,6888,https://images.gr-assets.com/books/1429289871m/24728470.jpg,https://images.gr-assets.com/books/1429289871s/24728470.jpg,0
6245,26025989,26025989,45949491,29,399173595,9780399173590.0,Carrie Fisher,2016.0,The Princess Diarist,The Princess Diarist,eng,3.66,18655,23354,4002,376,1952,7719,8535,4772,https://images.gr-assets.com/books/1496315917m/26025989.jpg,https://images.gr-assets.com/books/1496315917s/26025989.jpg,0
6285,74812,74812,1461054,45,1416535071,9781416535070.0,Daniel Tammet,2006.0,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,en-US,3.84,14287,16092,1845,186,946,4355,6421,4184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6287,8564644,8564644,13433150,30,61930059,9780061930060.0,Conor Grennan,2010.0,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,Little Princes: One Man's Promise to Bring Home the Lost Children of Nepal,en-US,4.25,14765,15834,2210,144,378,2121,5861,7330,https://images.gr-assets.com/books/1279553857m/8564644.jpg,https://images.gr-assets.com/books/1279553857s/8564644.jpg,0
6291,79834,79834,1222321,107,99416425,9780099416420.0,Irving Stone,1934.0,Lust for Life: A Novel of Vincent Van Gogh,Lust for Life,eng,4.19,13082,15758,810,217,489,2422,5528,7102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6337,827685,827685,358903,337,451527542,9780451527550.0,"Booker T. Washington, Ishmael Reed",1900.0,Up from Slavery,Up from Slavery,eng,4.09,15038,17525,840,265,743,3431,5818,7268,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6348,34760,34760,2399046,42,034546639X,9780345466400.0,Robert Fulghum,1986.0,All I Really Need To Know I Learned in Kindergarten,All I Really Need to Know I Learned in Kindergarten,eng,4.03,15816,17227,708,229,843,3655,5992,6508,https://images.gr-assets.com/books/1403541609m/34760.jpg,https://images.gr-assets.com/books/1403541609s/34760.jpg,0
6491,29340182,29340182,46238704,18,316348406,9780316348410.0,Lindy West,2016.0,"Shrill: Women Are Funny, It's Okay to Be Fat, and Feminists Don't Have to Be Nice",Shrill: Notes from a Loud Woman,eng,4.23,15258,17946,2780,169,480,2297,7051,7949,https://images.gr-assets.com/books/1460015959m/29340182.jpg,https://images.gr-assets.com/books/1460015959s/29340182.jpg,0
6547,48834,48834,194624,16,689823959,9780689823950.0,Livia E. Bitton-Jackson,1997.0,I Have Lived A Thousand Years: Growing Up In The Holocaust,I Have Lived a Thousand Years,eng,4.17,15987,16411,757,295,481,2684,5709,7242,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6559,66857,66857,2951429,27,1569472025,9781569472030.0,Stephen Fry,1997.0,Moab Is My Washpot,Moab Is My Washpot (Memoir #1),eng,3.98,14403,17128,819,382,729,3273,7140,5604,https://images.gr-assets.com/books/1327963490m/66857.jpg,https://images.gr-assets.com/books/1327963490s/66857.jpg,0
6583,27220736,27220736,4077583,39,1501135910,9781501135910.0,Phil Knight,2016.0,Shoe Dog: A Memoir by the Creator of Nike,Shoe Dog: A Memoir by the Creator of NIKE,eng,4.46,22373,28643,2407,405,487,2235,7997,17519,https://images.gr-assets.com/books/1457284880m/27220736.jpg,https://images.gr-assets.com/books/1457284880s/27220736.jpg,0
6588,129947,129947,1414582,54,553381571,9780553381570.0,Pat Conroy,1969.0,The Water is Wide,The Water is Wide: A Memoir,,4.09,13513,15469,1124,93,492,3020,6247,5617,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6631,8483233,8483233,13348402,31,61997161,9780061997170.0,Ree Drummond,2011.0,The Pioneer Woman: Black Heels to Tractor Wheels,The Pioneer Woman: Black Heels to Tractor Wheels,en-US,3.81,14976,16590,2677,528,1277,4126,5597,5062,https://images.gr-assets.com/books/1327898663m/8483233.jpg,https://images.gr-assets.com/books/1327898663s/8483233.jpg,0
6637,2642070,2642070,2666806,10,1416950737,9781416950740.0,Tori Spelling,2008.0,sTORI Telling,sTORI Telling,en-US,3.62,14699,15512,1736,373,1433,5167,5237,3302,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6644,146064,146064,2421914,23,1582433542,9781582433550.0,Julia Scheeres,2005.0,Jesus Land : A Memoir,Jesus Land,en-US,3.97,13562,14456,1449,200,623,3122,6041,4470,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6687,7332753,7332753,8987023,44,446540331,9780446540340.0,Christopher Hitchens,2010.0,Hitch-22: Some Confessions and Contradictions,Hitch-22: A Memoir,eng,4.03,12643,14373,1122,252,579,2673,5873,4996,https://images.gr-assets.com/books/1327906136m/7332753.jpg,https://images.gr-assets.com/books/1327906136s/7332753.jpg,0
6746,23316,23316,1360829,20,312274920,9780312274920.0,Tony Hawks,1997.0,Round Ireland with a Fridge,Round Ireland with a Fridge,en-US,3.78,13143,14015,795,310,969,3816,5297,3623,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6748,18127101,18127101,25461047,16,1455599735,9781455599740.0,Chelsea Handler,2014.0,Uganda Be Kidding Me,Uganda Be Kidding Me,eng,3.63,11627,13595,1208,479,1378,4081,4382,3275,https://images.gr-assets.com/books/1403174817m/18127101.jpg,https://images.gr-assets.com/books/1403174817s/18127101.jpg,0
6764,15833693,15833693,21570166,20,62217208,9780062217200.0,Amanda Knox,2013.0,Waiting to Be Heard: A Memoir,Waiting to Be Heard: A Memoir,eng,3.8,11891,13198,1322,374,880,3350,4936,3658,https://images.gr-assets.com/books/1367786694m/15833693.jpg,https://images.gr-assets.com/books/1367786694s/15833693.jpg,0
6824,10677213,10677213,15586908,19,375507485,9780375507490.0,"Steven Naifeh, Gregory White Smith",2011.0,Van Gogh: The Life,Van Gogh: The Life,eng,4.09,13659,14020,309,538,707,2300,3940,6535,https://images.gr-assets.com/books/1411005913m/10677213.jpg,https://images.gr-assets.com/books/1411005913s/10677213.jpg,0
6856,1337448,1337448,1327004,87,3453162897,9783453162890.0,"Christiane F., Kai Hermann, Horst Rieck",1978.0,Wir Kinder vom Bahnhof Zoo,Wir Kinder vom Bahnhof Zoo,ger,4.16,10070,18326,655,145,613,3062,6864,7642,https://images.gr-assets.com/books/1463309277m/1337448.jpg,https://images.gr-assets.com/books/1463309277s/1337448.jpg,0
6879,8649656,8649656,13520837,26,718154835,9780718154840.0,Stephen Fry,2010.0,The Fry Chronicles: An Autobiography,The Fry Chronicles (Memoir #2),eng,3.87,14037,15730,998,262,844,3743,6632,4249,https://images.gr-assets.com/books/1376317909m/8649656.jpg,https://images.gr-assets.com/books/1376317909s/8649656.jpg,0
6884,42547,42547,42030,40,446676500,9780446676500.0,"Martin Luther King Jr., Clayborne Carson",1986.0,"The Autobiography of Martin Luther King, Jr.","The Autobiography of Martin Luther King, Jr.",eng,4.31,11261,11619,412,119,276,1549,3561,6114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6885,522534,522534,18133,61,743444299,9780743444290.0,"Mineko Iwasaki, Rande Brown",2002.0,Geisha: A Life,"Geisha, a Life",en-US,3.92,12995,15656,1005,175,811,3820,6065,4785,https://images.gr-assets.com/books/1359402937m/522534.jpg,https://images.gr-assets.com/books/1359402937s/522534.jpg,0
6905,25422234,25422234,44611586,10,62415832,9780062415840.0,"Irin Carmon, Shana Knizhnik",2015.0,,Notorious RBG: The Life and Times of Ruth Bader Ginsburg,eng,4.22,15626,17642,2701,202,370,2324,7132,7614,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
6921,46349,46349,45472,28,812968379,9780812968380.0,Firoozeh Dumas,2003.0,Funny in Farsi: A Memoir of Growing Up Iranian in America,Funny in Farsi: A Memoir of Growing Up Iranian in America,eng,3.76,10008,13656,1957,253,941,3805,5460,3197,https://images.gr-assets.com/books/1411923160m/46349.jpg,https://images.gr-assets.com/books/1411923160s/46349.jpg,0
6939,392431,392431,382018,22,7236344,9780007236340.0,Cathy Glass,2007.0,Damaged,Damaged: The Heartbreaking True Story of a Forgotten Child,,4.2,11465,12909,811,133,402,2199,4233,5942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7031,2983489,2983489,3013896,15,670031607,9780670031600.0,Denis Leary,2008.0,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid","Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",,3.67,12880,13368,901,642,1234,3706,4118,3668,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7059,12542,12542,1057710,16,1594489424,9781594489430.0,Anne Lamott,2007.0,Grace [Eventually]: Thoughts on Faith,Grace (Eventually): Thoughts on Faith,en-US,3.98,12863,13561,1053,215,636,2927,5235,4548,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7103,6678,6678,1413831,68,141311428,9780141311420.0,"Roald Dahl, Quentin Blake",1986.0,Going Solo,Going Solo,eng,4.04,14086,16071,986,146,656,3345,6185,5739,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7129,6791212,6791212,6995232,38,230744273,9780230744270.0,Martin Sixsmith,2009.0,"The Lost Child of Philomena Lee: A Mother, Her Son And A Fifty Year Search","The Lost Child of Philomena Lee: A Mother, Her Son and a 50 Year Search",eng,3.65,7261,12619,1583,659,1226,3265,4203,3266,https://images.gr-assets.com/books/1338612242m/6791212.jpg,https://images.gr-assets.com/books/1338612242s/6791212.jpg,0
7131,1432370,1432370,1422905,34,786868910,9780786868920.0,Liz Murray,2010.0,"Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard","Breaking Night: A Memoir of Forgiveness, Survival, and My Journey from Homeless to Harvard",en-US,4.19,12664,14186,1952,146,369,2065,5600,6006,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7186,55352,55352,805035,12,786891122,9780786891120.0,George Carlin,1997.0,Brain Droppings,Brain Droppings,eng,4.11,13255,13900,394,180,492,2538,5035,5655,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,0
7189,15786110,15786110,21505033,7,1596436239,9781596436240.0,Lucy Knisley,2013.0,,Relish: My Life in the Kitchen,eng,3.89,13518,13626,1678,581,826,2707,4874,4638,https://images.gr-assets.com/books/1345686126m/15786110.jpg,https://images.gr-assets.com/books/1345686126s/15786110.jpg,0
7199,15451058,15451058,44904964,21,679456201,9780679456210.0,Gloria Steinem,2015.0,My Life on the Road,My Life on the Road,eng,4.08,15997,17852,2554,345,542,2967,7549,6449,https://images.gr-assets.com/books/1440005972m/15451058.jpg,https://images.gr-assets.com/books/1440005972s/15451058.jpg,0
7207,13425393,13425393,18907326,20,62123742,9780062123750.0,Justin Halpern,2012.0,,I Suck at Girls,,3.79,12554,15653,1669,281,1019,4386,6063,3904,https://images.gr-assets.com/books/1335903412m/13425393.jpg,https://images.gr-assets.com/books/1335903412s/13425393.jpg,0
